,_id_x,name_x,category_code,founded_year,description,address1,address2,zip_code,city,state_code,country_code,location_x,airports,starbucks,location_y,name_y,location,name
10,5e3eeed3109ec6a6b6168c7e,Non-Member Films,photo_video,2012,West Coast Office,,,,Venice,CA,USA,"{'type': 'Point', 'coordinates': [-118.462421, 33.989029]}","[{'_id': ObjectId('5e3eb439f2e7195d5be3c0fd'), 'location': {'type': 'Point', 'coordinates': [-118.402469, 33.944174]}, 'scalerank': 2, 'name': ""Los Angeles Int'l"", 'abbrev': 'LAX', 'gps_code': 'KLAX', 'iata_code': 'LAX', 'natlscale': 150}]","[{'_id': ObjectId('5e3e9f8390e9e0a166099af8'), 'Brand': 'Starbucks', 'Store Number': '5713-5903', 'Store Name': 'Washington & Walnut Ave', 'Ownership Type': 'Company Owned', 'Street Address': '13431 Washington Blvd', 'City': 'Marina Del Rey', 'State/Province': 'CA', 'Country': 'US', 'Postcode': 902925658, 'Phone Number': '310-306-8990', 'Timezone': 'GMT-08:00 America/Los_Angeles', 'Longitude': -118.45, 'Latitude': 33.99, 'location': {'type': 'Point', 'coordinates': [-118.45, 33.99]}}]","{'type': 'Point', 'coordinates': [-118.4724679, 33.9923186]}",Plant Food + Wine,"{'type': 'Point', 'coordinates': [-118.462882, 33.9965264]}",Ánimo Venice Charter High School
11,5e3eeed3109ec6a6b6168c80,Burt,advertising,2009,,Karl Gustavsgatan 1A,,41125,Gothenburg,,SWE,"{'type': 'Point', 'coordinates': [18.036587, 59.337864]}","[{'_id': ObjectId('5e3eb439f2e7195d5be3bff7'), 'location': {'type': 'Point', 'coordinates': [17.945618, 59.35559]}, 'scalerank': 5, 'name': 'Bromma', 'abbrev': 'BMA', 'gps_code': 'ESSB', 'iata_code': 'BMA', 'natlscale': 30}]","[{'_id': ObjectId('5e3e9f8390e9e0a166098f0c'), 'Brand': 'Starbucks', 'Store Number': '20659-206824', 'Store Name': 'Stockholm Central Station', 'Ownership Type': 'Licensed', 'Street Address': 'Stockholm Centralstation', 'City': 'Stockholm', 'State/Province': 'AB', 'Country': 'SE', 'Postcode': '101 35', 'Phone Number': '', 'Timezone': 'GMT+1:00 Europe/Stockholm', 'Longitude': 18.06, 'Latitude': 59.33, 'location': {'type': 'Point', 'coordinates': [18.06, 59.33]}}]","{'type': 'Point', 'coordinates': [18.0502028, 59.3435077]}",MyVegina,"{'type': 'Point', 'coordinates': [18.0273403, 59.3325218]}",Sweden-Finnish School in Stockholm
12,5e3eeed3109ec6a6b6168c83,Kidos,games_video,2011,Corporate Headquarters,153 Roebling St.,,11211,Brooklyn,NY,USA,"{'type': 'Point', 'coordinates': [-73.957854, 40.714056]}","[{'_id': ObjectId('5e3eb439f2e7195d5be3bf78'), 'location': {'type': 'Point', 'coordinates': [-73.871986, 40.774554]}, 'scalerank': 6, 'name': 'LaGuardia', 'abbrev': 'LGA', 'gps_code': 'KLGA', 'iata_code': 'LGA', 'natlscale': 20}]","[{'_id': ObjectId('5e3e9f8390e9e0a16609b6b7'), 'Brand': 'Starbucks', 'Store Number': '22596-222524', 'Store Name': '154 N Seventh St', 'Ownership Type': 'Company Owned', 'Street Address': '154 N Seventh St', 'City': 'Brooklyn', 'State/Province': 'NY', 'Country': 'US', 'Postcode': 11211, 'Phone Number': 7183840152, 'Timezone': 'GMT-05:00 America/New_York', 'Longitude': -73.96, 'Latitude': 40.72, 'location': {'type': 'Point', 'coordinates': [-73.96, 40.72]}}]","{'type': 'Point', 'coordinates': [-73.9512393, 40.7098014]}",Modern Love,"{'type': 'Point', 'coordinates': [-73.9547924, 40.715345]}",New York City Board of Edu
13,5e3eeed3109ec6a6b6168c8b,Kidos,games_video,2011,Mailing Address,"355 E. 72nd St., Suite 4E",,10021,New York,NY,USA,"{'type': 'Point', 'coordinates': [-73.956599, 40.768058]}","[{'_id': ObjectId('5e3eb439f2e7195d5be3bf78'), 'location': {'type': 'Point', 'coordinates': [-73.871986, 40.774554]}, 'scalerank': 6, 'name': 'LaGuardia', 'abbrev': 'LGA', 'gps_code': 'KLGA', 'iata_code': 'LGA', 'natlscale': 20}]","[{'_id': ObjectId('5e3e9f8390e9e0a16609b78c'), 'Brand': 'Starbucks', 'Store Number': '7682-50401', 'Store Name': '76th & Second', 'Ownership Type': 'Company Owned', 'Street Address': '1449 Second Avenue', 'City': 'New York', 'State/Province': 'NY', 'Country': 'US', 'Postcode': 100212904, 'Phone Number': '212-472-0653', 'Timezone': 'GMT-05:00 America/New_York', 'Longitude': -73.96, 'Latitude': 40.77, 'location': {'type': 'Point', 'coordinates': [-73.96, 40.77]}}]","{'type': 'Point', 'coordinates': [-73.9591308, 40.7714726]}",Candle Cafe,"{'type': 'Point', 'coordinates': [-73.9460919, 40.774031]}",The Chapin School
14,5e3eeed3109ec6a6b6168c8c,Non-Member Films,photo_video,2012,West Coast Office,,,,Venice,CA,USA,"{'type': 'Point', 'coordinates': [-118.462421, 33.989029]}","[{'_id': ObjectId('5e3eb439f2e7195d5be3c0fd'), 'location': {'type': 'Point', 'coordinates': [-118.402469, 33.944174]}, 'scalerank': 2, 'name': ""Los Angeles Int'l"", 'abbrev': 'LAX', 'gps_code': 'KLAX', 'iata_code': 'LAX', 'natlscale': 150}]","[{'_id': ObjectId('5e3e9f8390e9e0a166099af8'), 'Brand': 'Starbucks', 'Store Number': '5713-5903', 'Store Name': 'Washington & Walnut Ave', 'Ownership Type': 'Company Owned', 'Street Address': '13431 Washington Blvd', 'City': 'Marina Del Rey', 'State/Province': 'CA', 'Country': 'US', 'Postcode': 902925658, 'Phone Number': '310-306-8990', 'Timezone': 'GMT-08:00 America/Los_Angeles', 'Longitude': -118.45, 'Latitude': 33.99, 'location': {'type': 'Point', 'coordinates': [-118.45, 33.99]}}]","{'type': 'Point', 'coordinates': [-118.4724679, 33.9923186]}",Plant Food + Wine,"{'type': 'Point', 'coordinates': [-118.462882, 33.9965264]}",Ánimo Venice Charter High School
15,5e3eeed3109ec6a6b6168c8d,Non-Member Films,photo_video,2012,Midwest Office,,,,Detroit,MI,USA,"{'type': 'Point', 'coordinates': [-83.045913, 42.330165]}","[{'_id': ObjectId('5e3eb439f2e7195d5be3becd'), 'location': {'type': 'Point', 'coordinates': [-83.003968, 42.409094]}, 'scalerank': 7, 'name': 'Detroit City', 'abbrev': 'DET', 'gps_code': 'KDET', 'iata_code': 'DET', 'natlscale': 15}]","[{'_id': ObjectId('5e3e9f8390e9e0a16609afcd'), 'Brand': 'Starbucks', 'Store Number': '22169-207844', 'Store Name': 'One Kennedy Square - Ernst & Young', 'Ownership Type': 'Licensed', 'Street Address': '777 Woodward AVE STE 140', 'City': 'Detroit', 'State/Province': 'MI', 'Country': 'US', 'Postcode': 48226, 'Phone Number': '313-964-5465', 'Timezone': 'GMT-05:00 America/New_York', 'Longitude': -83.05, 'Latitude': 42.33, 'location': {'type': 'Point', 'coordinates': [-83.05, 42.33]}}]","{'type': 'Point', 'coordinates': [-83.0464145, 42.3341777]}",7 Greens Detroit Salad Co.,"{'type': 'Point', 'coordinates': [-83.03382830000001, 42.3384923]}",Chrysler Elementary School
16,5e3eeed3109ec6a6b6168c8f,Burt,advertising,2009,,Karl Gustavsgatan 1A,,41125,Gothenburg,,SWE,"{'type': 'Point', 'coordinates': [18.036587, 59.337864]}","[{'_id': ObjectId('5e3eb439f2e7195d5be3bff7'), 'location': {'type': 'Point', 'coordinates': [17.945618, 59.35559]}, 'scalerank': 5, 'name': 'Bromma', 'abbrev': 'BMA', 'gps_code': 'ESSB', 'iata_code': 'BMA', 'natlscale': 30}]","[{'_id': ObjectId('5e3e9f8390e9e0a166098f0c'), 'Brand': 'Starbucks', 'Store Number': '20659-206824', 'Store Name': 'Stockholm Central Station', 'Ownership Type': 'Licensed', 'Street Address': 'Stockholm Centralstation', 'City': 'Stockholm', 'State/Province': 'AB', 'Country': 'SE', 'Postcode': '101 35', 'Phone Number': '', 'Timezone': 'GMT+1:00 Europe/Stockholm', 'Longitude': 18.06, 'Latitude': 59.33, 'location': {'type': 'Point', 'coordinates': [18.06, 59.33]}}]","{'type': 'Point', 'coordinates': [18.0502028, 59.3435077]}",MyVegina,"{'type': 'Point', 'coordinates': [18.0273403, 59.3325218]}",Sweden-Finnish School in Stockholm
17,5e3eeed3109ec6a6b6168c92,Kidos,games_video,2011,Corporate Headquarters,153 Roebling St.,,11211,Brooklyn,NY,USA,"{'type': 'Point', 'coordinates': [-73.957854, 40.714056]}","[{'_id': ObjectId('5e3eb439f2e7195d5be3bf78'), 'location': {'type': 'Point', 'coordinates': [-73.871986, 40.774554]}, 'scalerank': 6, 'name': 'LaGuardia', 'abbrev': 'LGA', 'gps_code': 'KLGA', 'iata_code': 'LGA', 'natlscale': 20}]","[{'_id': ObjectId('5e3e9f8390e9e0a16609b6b7'), 'Brand': 'Starbucks', 'Store Number': '22596-222524', 'Store Name': '154 N Seventh St', 'Ownership Type': 'Company Owned', 'Street Address': '154 N Seventh St', 'City': 'Brooklyn', 'State/Province': 'NY', 'Country': 'US', 'Postcode': 11211, 'Phone Number': 7183840152, 'Timezone': 'GMT-05:00 America/New_York', 'Longitude': -73.96, 'Latitude': 40.72, 'location': {'type': 'Point', 'coordinates': [-73.96, 40.72]}}]","{'type': 'Point', 'coordinates': [-73.9512393, 40.7098014]}",Modern Love,"{'type': 'Point', 'coordinates': [-73.9547924, 40.715345]}",New York City Board of Edu
18,5e3eeed3109ec6a6b6168c93,Kidos,games_video,2011,Mailing Address,"355 E. 72nd St., Suite 4E",,10021,New York,NY,USA,"{'type': 'Point', 'coordinates': [-73.956599, 40.768058]}","[{'_id': ObjectId('5e3eb439f2e7195d5be3bf78'), 'location': {'type': 'Point', 'coordinates': [-73.871986, 40.774554]}, 'scalerank': 6, 'name': 'LaGuardia', 'abbrev': 'LGA', 'gps_code': 'KLGA', 'iata_code': 'LGA', 'natlscale': 20}]","[{'_id': ObjectId('5e3e9f8390e9e0a16609b78c'), 'Brand': 'Starbucks', 'Store Number': '7682-50401', 'Store Name': '76th & Second', 'Ownership Type': 'Company Owned', 'Street Address': '1449 Second Avenue', 'City': 'New York', 'State/Province': 'NY', 'Country': 'US', 'Postcode': 100212904, 'Phone Number': '212-472-0653', 'Timezone': 'GMT-05:00 America/New_York', 'Longitude': -73.96, 'Latitude': 40.77, 'location': {'type': 'Point', 'coordinates': [-73.96, 40.77]}}]","{'type': 'Point', 'coordinates': [-73.9591308, 40.7714726]}",Candle Cafe,"{'type': 'Point', 'coordinates': [-73.9460919, 40.774031]}",The Chapin School
19,5e3eeed3109ec6a6b6168cab,isocket,advertising,2009,,270 East Lane,Suite 1,94010,Burlingame,CA,USA,"{'type': 'Point', 'coordinates': [-122.321836, 37.55909]}","[{'_id': ObjectId('5e3eb439f2e7195d5be3c102'), 'location': {'type': 'Point', 'coordinates': [-122.38347, 37.617025]}, 'scalerank': 2, 'name': ""San Francisco Int'l"", 'abbrev': 'SFO', 'gps_code': 'KSFO', 'iata_code': 'SFO', 'natlscale': 150}]","[{'_id': ObjectId('5e3e9f8390e9e0a166099f21'), 'Brand': 'Starbucks', 'Store Number': '613-327', 'Store Name': '4th St San Mateo', 'Ownership Type': 'Company Owned', 'Street Address': '54 East Fourth Avenue', 'City': 'San Mateo', 'State/Province': 'CA', 'Country': 'US', 'Postcode': 944014002, 'Phone Number': '650-548-1764', 'Timezone': 'GMT-08:00 America/Los_Angeles', 'Longitude': -122.32, 'Latitude': 37.56, 'location': {'type': 'Point', 'coordinates': [-122.32, 37.56]}}]","{'type': 'Point', 'coordinates': [-122.3235943, 37.5668413]}",Curry Up Now,"{'type': 'Point', 'coordinates': [-122.3270935, 37.56566840000001]}",St. Matthew's Episcopal Day School
20,5e3eeed3109ec6a6b6168cb3,StudyBlue,education,2009,,612 W. Main St.,Ste 201,53703,Madison,WI,USA,"{'type': 'Point', 'coordinates': [-89.39256, 43.068006]}","[{'_id': ObjectId('5e3eb439f2e7195d5be3bfe6'), 'location': {'type': 'Point', 'coordinates': [-89.345785, 43.136308]}, 'scalerank': 5, 'name': 'Dane Cty. Reg. (Truax Field)', 'abbrev': 'MSN', 'gps_code': 'KMSN', 'iata_code': 'MSN', 'natlscale': 30}]","[{'_id': ObjectId('5e3e9f8390e9e0a16609c841'), 'Brand': 'Starbucks', 'Store Number': '2309-1816', 'Store Name': 'State & Lake', 'Ownership Type': 'Company Owned', 'Street Address': '661 State Street, West Towne Madison', 'City': 'Madison', 'State/Province': 'WI', 'Country': 'US', 'Postcode': 537031049, 'Phone Number': '(608) 294-8345', 'Timezone': 'GMT-06:00 America/Chicago', 'Longitude': -89.4, 'Latitude': 43.07, 'location': {'type': 'Point', 'coordinates': [-89.4, 43.07]}}]","{'type': 'Point', 'coordinates': [-89.386999, 43.074913]}",Ian's Pizza on State,"{'type': 'Point', 'coordinates': [-89.400172, 43.07386400000001]}",UW-Madison School of Music
21,5e3eeed3109ec6a6b6168cba,HyperWeek,social,2009,,Rue de la Colline 10,,1205,Geneva,,CHE,"{'type': 'Point', 'coordinates': [6.1503245, 46.2121463]}","[{'_id': ObjectId('5e3eb439f2e7195d5be3bff3'), 'location': {'type': 'Point', 'coordinates': [6.107946, 46.23101]}, 'scalerank': 5, 'name': 'Geneva', 'abbrev': 'GVA', 'gps_code': 'LSGG', 'iata_code': 'GVA', 'natlscale': 30}]","[{'_id': ObjectId('5e3e9f8290e9e0a166096c80'), 'Brand': 'Starbucks', 'Store Number': '40024-96840', 'Store Name': 'Quai des Bergues', 'Ownership Type': 'Company Owned', 'Street Address': 'Quai des Bergues 23', 'City': 'Geneve', 'State/Province': 'GE', 'Country': 'CH', 'Postcode': 1201, 'Phone Number': '41 22 732 43 62', 'Timezone': 'GMT+1:00 Europe/Paris', 'Longitude': 6.15, 'Latitude': 46.21, 'location': {'type': 'Point', 'coordinates': [6.15, 46.21]}}]","{'type': 'Point', 'coordinates': [6.1554062, 46.2038421]}",Alive,"{'type': 'Point', 'coordinates': [6.1450752, 46.2067241]}",EU Business School | Geneva
22,5e3eeed3109ec6a6b6168cc1,Social1000,network_hosting,2009,Headquarters,,,,Seattle,WA,USA,"{'type': 'Point', 'coordinates': [-149.899597, 61.216583]}","[{'_id': ObjectId('5e3eb439f2e7195d5be3c0e1'), 'location': {'type': 'Point', 'coordinates': [-149.981725, 61.172894]}, 'scalerank': 2, 'name': ""Anchorage Int'l"", 'abbrev': 'ANC', 'gps_code': 'PALH', 'iata_code': 'ANC', 'natlscale': 150}]","[{'_id': ObjectId('5e3e9f8390e9e0a1660993af'), 'Brand': 'Teavana', 'Store Number': '28191-249962', 'Store Name': 'Teavana - Anchorage Fifth Avenue', 'Ownership Type': 'Company Owned', 'Street Address': '320 West 5th Avenue, #D50A', 'City': 'Anchorage', 'State/Province': 'AK', 'Country': 'US', 'Postcode': 99501, 'Phone Number': '907-274-2022', 'Timezone': 'GMT-09:00 America/Anchorage', 'Longitude': -149.89, 'Latitude': 61.22, 'location': {'type': 'Point', 'coordinates': [-149.89, 61.22]}}]","{'type': 'Point', 'coordinates': [-149.904348, 61.218557]}",El Green-Go's,"{'type': 'Point', 'coordinates': [-149.8890374, 61.20813839999999]}",Paideia Cooperative School
